precinct,ballot_type,registered_voters,ballots_cast,turnout,GEORGE_C_YANG,JERRY_J_LAWS,GAIL_K_LIGHTFOOT,MIKE_BEITIKS,PAMELA_ELIZONDO,SCOTT_A_VINEBERG,STEVE_STOKES,DUF_SUNDHEIM,LING_LING_SHI,LORETTA_L_SANCHEZ,PHIL_WYMAN,JARRELL_WILLIAMSON,THOMAS_G_DEL_BECCARO,RON_UNZ,GREG_CONLON,JASON_KRAUS,DON_KRAMPE,MARK_MATTHEW_HERD,VON_HOUGO,JASON_HANANIA,KAMALA_D_HARRIS,GAR_MYERS,PAUL_MERRITT,MASSIE_MUNROE,ELEANOR_GARCÍA,TIM_GILDERSLEEVE,CLIVE_GREY,DON_J_GRUNDMANN,PRESIDENT_CRISTINA_GRAPPO,HERBERT_G_PETERS,TOM_PALZER,JOHN_THOMPSON_PARKER,KAREN_ROSEBERRY,EMORY_RODGERS,WRITE-IN,over_votes,under_votes
7812,VBM,819,297,36.26,6,,,,5,3,3,4,2,22,1,,3,1,1,1,1,2,1,,206,,,1,1,1,,,,2,1,1,,1,1,2,24
7813,Election_Day,982,305,31.06,1,2,1,1,3,1,6,,,25,,,,,1,,,3,,,204,,,5,,1,2,,1,,2,,,,3,1,42
7813,VBM,982,377,38.39,1,,2,,5,1,1,2,1,25,3,,1,,1,1,,2,2,1,269,,,1,2,,1,,3,,,2,,,,3,47
7814,Election_Day,835,178,21.32,2,,1,2,1,,2,,,22,,,,,,,,6,,,98,1,,2,5,,,1,1,,,4,2,2,2,,24
7814,VBM,835,211,25.27,2,,1,,1,,5,,2,22,2,,,2,1,,1,,,,133,,1,5,3,,,,3,,1,1,,2,,4,19
7815,Election_Day,890,225,25.28,,,,,3,1,,1,,22,,,2,1,1,,3,1,2,,152,,1,1,1,,,,,1,,1,,,2,,29
7815,VBM,890,397,44.61,,1,1,1,10,1,,5,,25,,1,1,1,2,2,1,,1,5,300,,,1,,,,,,1,,1,,1,,3,32
7816,Election_Day,837,238,28.43,,1,1,,1,1,5,1,1,15,,2,1,,3,1,,1,,,161,,,4,2,,1,,3,,1,,,,,1,31
7816,VBM,837,398,47.55,1,,,,2,,1,2,,22,,,2,,3,1,,,,,335,,,2,,,1,,3,2,1,,,,2,,18
7817,Election_Day,781,270,34.57,,,,,2,,1,1,,24,,,,,1,,,,1,1,203,,1,4,2,,,,1,1,,1,,,,,26
7817,VBM,781,303,38.8,,,2,,4,,4,,1,29,,,1,,1,,,2,2,1,233,,,1,,,,,1,,,,,,1,,20
7818,Election_Day,828,235,28.38,,,1,,5,1,4,1,,18,,,,,,,,,,,163,,1,1,1,,,,3,3,1,,1,1,,3,27
7818,VBM,828,324,39.13,,,2,,4,1,5,3,3,22,,,,,,,1,2,,,248,1,,,,1,,,,,,1,,,,4,26
7819,Election_Day,762,216,28.35,3,1,3,,4,1,1,1,1,13,,,2,1,,,1,,,,136,,1,2,,,,,1,3,,1,1,,,8,31
7819,VBM,762,274,35.96,3,,2,1,4,,,2,1,27,,,2,3,4,,,,2,,185,,,4,,,,,1,,1,1,,1,2,3,25
7821,Election_Day,918,255,27.78,1,,1,,2,1,,,,17,,,,1,,,1,,,,201,,,1,,,,,1,1,,1,,1,,,25
7821,VBM,918,407,44.34,1,1,4,1,1,,4,1,,26,1,1,4,,1,,3,4,,3,311,,,4,1,,1,,1,,,1,2,,,1,29
7822,Election_Day,873,278,31.84,,,3,1,3,,2,1,,12,1,,1,,5,,,4,,,200,,1,2,,,,1,4,2,1,1,,1,1,2,29
7822,VBM,873,301,34.48,1,,,,2,,4,4,1,16,,,1,1,3,,1,,1,1,236,,,3,1,,1,,,,,,,,1,1,22
7823,Election_Day,854,255,29.86,,,1,,4,2,1,,,21,,,,1,,,,,,1,190,,,2,,,2,,1,,1,,,,,1,27
7823,VBM,854,322,37.7,1,,,,1,,2,,,18,2,,3,,2,,1,3,2,2,245,,1,1,2,,,,1,,4,,,,1,1,29
7824,Election_Day,748,214,28.61,1,1,,,1,,,1,2,10,,,,,1,,1,2,1,,158,,1,2,1,,2,1,2,2,,2,,,,1,21
7824,VBM,748,272,36.36,1,,1,4,2,3,1,,,14,,,1,,3,,,4,,1,190,,,2,1,,2,,,,1,,1,,2,1,37
7825,Election_Day,547,174,31.81,,,,1,1,,,,,7,1,,2,1,1,,,,1,,144,,,1,1,,,,2,,1,,,,1,,9
7825,VBM,547,196,35.83,2,,1,,3,,2,,,17,1,,1,,,,,2,,,144,,,3,,,,,,,,2,,,1,,17
7826,Election_Day,672,215,31.99,,,2,,4,,2,,1,8,1,,1,,,,,2,1,,155,,,3,2,,,,,,2,1,,,,,30
7826,VBM,672,255,37.95,1,,1,1,2,,2,5,,17,,,,,,,1,1,,1,187,,,2,,,,,,1,1,1,,,,,31
7827,Election_Day,890,250,28.09,,1,3,,4,1,3,,,17,,1,3,,,,,,,,167,1,,3,3,,1,,,,,1,1,,2,1,37
7827,VBM,890,275,30.9,3,,2,1,5,,5,4,,34,,,2,1,3,1,,3,2,1,168,,,2,2,,,,2,,2,,1,,,2,29
7828,Election_Day,935,239,25.56,,1,1,,2,,3,2,,21,1,,,1,,,,1,1,2,161,,,3,3,1,1,,2,,2,,,,1,2,27
7828,VBM,935,401,42.89,4,,2,1,3,,,3,,29,1,,1,2,,,,2,3,3,285,,1,4,,,,,,1,2,2,1,,,3,48
7829,Election_Day,845,217,25.68,1,,1,3,,,3,,,18,1,,2,3,,2,3,3,,,153,,,2,,,1,,,,,,1,1,,,19
7829,VBM,845,390,46.15,,,,1,1,,1,1,,29,3,,3,3,2,,1,1,1,2,317,,,1,2,,1,,1,,,,,,1,1,17
7831,Election_Day,878,258,29.38,1,,,,3,2,1,,2,14,1,,,1,1,,,1,,1,194,,,4,,,,,3,,,1,,1,,2,25
7831,VBM,878,364,41.46,,,,1,2,,,3,,29,1,,2,1,,,2,1,2,2,287,,,2,,1,1,,1,,1,1,,,,2,22
7832,Election_Day,782,222,28.39,,,,1,1,,,1,,25,1,,,,2,,1,2,1,2,160,,,,,,,,1,,,,,,1,,23
7832,VBM,782,350,44.76,1,,,,7,,2,3,,24,,1,,2,4,,1,1,,1,264,,,,,,,,1,,4,,3,,2,2,27
7833,Election_Day,753,193,25.63,,,,1,,,2,1,,22,,,1,,1,,1,1,,1,132,,,3,,,1,,,,,,,,,,26
7833,VBM,753,289,38.38,1,,1,1,3,,,,,21,1,,4,3,,,1,4,,,217,,1,,1,,1,,,,,,,,,1,28
7834,Election_Day,852,280,32.86,2,,2,1,1,,3,1,,15,,,,,2,2,1,1,,,206,,,4,1,,,,1,1,,1,1,,,,34
7834,VBM,852,268,31.46,4,,,1,4,,5,3,,25,,,,,1,1,,1,,,195,,,,,1,,,,,1,1,,,,1,24
7835,Election_Day,787,223,28.34,,,,,,,1,2,,18,,,,,1,,,2,3,,153,,,1,1,,,1,1,1,4,,,1,2,1,30
7835,VBM,787,327,41.55,6,,2,1,3,1,2,3,,23,2,,1,,9,2,2,,,1,235,,,3,,,2,3,1,2,,,,,,1,22
7836,Election_Day,948,249,26.27,1,,2,2,2,,3,1,1,21,2,,,1,,1,1,2,1,1,171,,,2,,,,1,1,1,,1,,,1,2,27
7836,VBM,948,406,42.83,,,3,1,4,,6,6,,34,1,1,4,,2,,,3,2,,283,,2,2,1,,5,,2,3,3,1,1,,1,3,32
7837,Election_Day,868,250,28.8,,,,,5,,3,2,,21,,,1,2,1,1,,,,1,179,,,2,1,,,,,1,,,,,,4,26
7837,VBM,868,362,41.71,,,1,,,,4,2,1,31,1,,5,1,,1,1,1,,1,273,,,5,1,,1,,1,,,,,,,4,27
7838,Election_Day,895,229,25.59,,,,1,2,,,3,,11,,,,1,,1,2,1,,,179,,,4,1,,,1,,1,1,1,1,,1,1,16
7838,VBM,895,426,47.6,3,,3,1,6,,4,2,,30,,,1,,2,,1,3,,1,328,,,2,,,3,,,,,1,,,3,2,30
7839,Election_Day,824,218,26.46,,,,,4,1,2,,,7,1,,3,2,,,1,,1,,156,1,,,,,,,1,,,,,,,,38
7839,VBM,824,365,44.3,1,,1,,2,,1,1,,24,1,,8,,4,,2,2,,,279,1,,2,,,,,,,3,,3,,,1,29
7841,Election_Day,904,271,29.98,1,,1,,4,,,,,17,,,1,,2,,1,,1,1,207,,,3,1,,1,2,2,,,,,,,,26
7841,VBM,904,367,40.6,1,,2,1,2,,,7,,25,1,,2,1,,,,,2,,282,,,2,2,,,,1,,1,,,,,2,33
7842,Election_Day,864,294,34.03,2,,,3,4,1,2,,,34,,,1,,1,,1,3,,1,203,,1,2,3,,1,,2,,,1,,,1,,27
7842,VBM,864,293,33.91,,,2,3,1,,1,1,,22,2,1,4,3,3,,3,2,,,211,,,2,1,,1,,1,,,,,1,,3,25
7843,Election_Day,733,231,31.51,,,,,4,,2,1,1,13,1,,1,,,,1,2,,,159,,,4,1,,,,1,1,,2,,1,1,2,33
7843,VBM,733,233,31.79,2,,2,,1,,1,3,2,17,,,1,,1,,1,1,1,,165,,,2,1,,,,1,1,2,1,1,,1,2,23
7844,Election_Day,653,198,30.32,1,,1,1,1,,1,,,17,,,2,,,,3,3,,,132,,,3,2,,,,1,,,1,2,,1,2,24
7844,VBM,653,217,33.23,1,,,,3,,1,2,1,21,,2,4,1,,,2,1,1,2,150,,,2,1,,,,1,,,,,1,1,1,18
7845,Election_Day,835,234,28.02,,,,3,2,,4,,,16,1,,,1,2,,,2,,,177,,,1,1,,1,,,,,1,1,,,1,20
7845,VBM,835,326,39.04,,,,,,,2,2,1,20,2,,,1,3,,4,1,,,251,,,3,3,,,,2,1,1,,,,,1,28
7846,Election_Day,886,248,27.99,1,,1,,,1,,,2,20,,,2,2,,,1,4,1,1,174,1,,1,,,,,1,,,1,,1,1,,32
7846,VBM,886,334,37.7,2,,3,,2,,1,6,,23,2,,3,,6,,1,2,1,,234,,1,1,,,2,,2,,2,1,,,,,39
7847,Election_Day,888,258,29.05,,,3,1,1,,3,2,,20,1,1,1,,1,,3,,,1,183,,,5,2,,1,,2,,,,1,,,,26
7847,VBM,888,334,37.61,,,1,,3,,3,5,,30,,,4,,,,2,,1,1,233,,,,1,,1,1,,,2,1,2,1,1,2,39
7848,Election_Day,860,247,28.72,,1,2,1,1,1,,3,,23,,,,,,,1,,,,186,,,2,,,,,,1,,,,,,,25
7848,VBM,860,353,41.05,3,,2,,7,,2,3,,33,,2,1,2,1,,1,,1,1,258,,,2,1,,,,,,,2,,,1,2,28
7849,Election_Day,920,298,32.39,2,,1,1,5,1,1,2,1,20,,,,,1,1,5,,,,212,,,3,1,,1,,2,3,,1,,,,,34
7849,VBM,920,329,35.76,1,,2,,2,1,2,,,24,1,,,,1,,1,3,4,,236,,,1,1,,,1,1,1,1,4,,,1,2,38
7851,Election_Day,502,116,23.11,4,,,,,1,,1,3,3,,,6,2,1,,1,,2,,74,,,,,,,,,,,,,,1,,17
7851,VBM,502,228,45.42,5,1,1,1,1,1,,7,2,22,,,1,1,,,,1,,1,151,,1,,,1,,,3,,1,,1,2,,3,20
7852,Election_Day,633,154,24.33,1,,1,2,,,1,1,,15,,,4,3,,,2,1,,,105,,1,,1,,,,,,1,,,,1,1,13
7852,VBM,633,269,42.5,3,,1,,2,,6,1,1,24,4,,2,,6,,4,2,1,1,189,,,,1,,,,2,,,1,,,1,,17
7853,Election_Day,817,213,26.07,,,3,,1,,6,1,,12,2,,1,,2,,3,2,1,,150,,,2,4,,,,4,1,,,1,1,2,,14
7853,VBM,817,321,39.29,1,,1,1,1,,,3,,21,,,2,3,2,,1,,,,254,,,3,1,,1,,,1,1,,,,1,,23
7854,Election_Day,884,250,28.28,2,,,,3,1,1,4,,28,,,1,,,,2,,1,1,166,,,6,1,,,,3,,,2,,,,,28
7854,VBM,884,344,38.91,2,1,2,3,2,,2,4,,24,2,1,3,,2,,1,,1,1,258,,,2,,,,,,,1,1,,,,1,30
7855,Election_Day,881,284,32.24,,,2,,3,,3,,,17,1,,,,1,,1,1,,2,209,,,2,1,,1,,4,,,2,,1,,2,31
7855,VBM,881,321,36.44,1,,2,,1,,1,5,,19,,,1,2,1,,3,,4,4,225,,1,3,1,,,,,,3,2,1,,1,1,39
7856,Election_Day,785,233,29.68,,,1,1,5,,1,,,20,,,,,2,,1,,1,,162,,,2,,,,,3,1,,,,1,1,,31
7856,VBM,785,313,39.87,1,,1,1,1,1,1,4,1,23,,,3,,,,1,1,1,1,241,,,1,1,,,1,2,,,,1,2,1,1,21
7857,Election_Day,919,233,25.35,,,2,,2,,2,,1,23,2,,,,,,1,3,,,160,,,3,,,,,,,1,2,,,,1,30
7857,VBM,919,370,40.26,1,,1,,7,,3,6,,27,4,,3,1,1,,1,4,1,,258,,,2,,,,,3,,,2,,2,,,43
7858,Election_Day,750,240,32,,,,1,1,,3,,,21,,1,,2,1,,1,4,1,2,165,1,,7,2,,,,,,,1,,,,,26
7858,VBM,750,245,32.67,,,2,,5,,3,4,,24,,,,,1,,2,2,1,,165,,,2,1,,,,,,,2,,,2,,29
7859,Election_Day,844,233,27.61,1,3,1,1,1,1,2,1,,15,,,2,,,,1,,,,162,,,3,2,,1,,1,,1,,,,1,,33
7859,VBM,844,352,41.71,,,1,1,5,,1,2,1,31,1,,6,1,1,,3,1,,1,263,,,1,,,,,,,2,1,,,,3,26
7861,Election_Day,844,243,28.79,1,,3,1,2,1,1,1,,26,1,,,,5,,,,1,2,168,1,,2,2,,,,2,,,1,1,,,1,20
7861,VBM,844,319,37.8,1,,1,1,,,1,1,,35,2,,4,1,2,,2,2,1,,225,,,3,1,,,,3,,1,,1,1,1,2,27
7862,Election_Day,884,272,30.77,2,,1,1,4,1,1,1,,29,,,,2,1,,3,1,,1,188,,,1,2,1,,,3,,,1,,1,2,,25
7862,VBM,884,324,36.65,,,,1,1,2,3,5,,22,,,2,3,2,,2,,,4,236,,,1,,,,,,,1,2,,,2,2,33
7863,Election_Day,879,275,31.29,1,,1,2,2,,2,2,,24,,,1,,,,2,,,2,196,,,4,1,,2,,2,,,1,,1,3,,26
7863,VBM,879,290,32.99,1,1,2,,4,1,5,1,,27,1,,,,,,1,1,,1,216,1,,,1,,,,1,1,,3,,,1,2,18
7864,Election_Day,769,215,27.96,,,2,,1,,,1,2,18,1,,,,2,,2,,,1,149,,,,1,,,,,,,2,,,,,33
7864,VBM,769,269,34.98,,,1,1,4,,,11,1,21,1,,1,,,1,,1,2,,192,,1,,,,,,,,,,,,1,3,27
7865,Election_Day,814,258,31.7,1,,,,5,,,4,,24,1,,2,1,1,,,1,,4,182,,,3,,,1,1,1,,,1,,,1,1,23
7865,VBM,814,309,37.96,2,,1,,3,,5,3,,21,1,,3,2,2,,6,2,1,2,207,,1,,2,,,2,,,1,1,,,,1,40
7866,Election_Day,786,196,24.94,1,,,1,,1,2,3,1,19,,,3,2,1,,4,1,1,,121,,1,2,2,,1,,2,1,1,1,2,1,1,,20
7866,VBM,786,367,46.69,7,,3,,2,,3,6,,22,5,1,6,2,8,,4,1,,1,255,1,,1,,,1,,,,,1,,1,,4,32
7867,Election_Day,892,251,28.14,,,3,1,3,,1,1,,24,1,,,,2,,3,2,,1,176,,1,1,3,,,,,,,,,,1,1,26
7867,VBM,892,338,37.89,6,1,4,2,3,,,6,1,39,,,2,,,,,,3,1,246,,,,,,,,,1,,1,,,1,3,18
7868,Election_Day,835,213,25.51,1,,1,,2,,1,2,,13,1,1,,,1,,1,,1,,163,,1,1,4,,1,,2,,,,,,1,1,14
7868,VBM,835,332,39.76,4,1,,1,1,4,,6,,33,2,,1,1,2,,,1,,,242,,,1,1,,1,2,,2,2,1,,,,3,20
7869,Election_Day,832,247,29.69,,,4,,2,,5,2,,24,2,,,1,4,,,,,1,171,,,,,,1,,2,,,1,,,1,,26
7869,VBM,832,361,43.39,,1,2,1,2,,2,3,,26,1,,3,,,,1,,2,2,262,,,3,,,,1,1,,3,,,,,5,40
7871,Election_Day,863,255,29.55,1,,2,,3,,,1,,23,,,,2,,1,1,2,1,,186,,2,1,1,,1,,1,,,,1,,1,3,21
7871,VBM,863,362,41.95,6,,2,2,2,,1,1,2,38,,,1,,2,1,3,1,1,,265,,,3,,1,,,3,2,,1,,,1,1,22
7872,Election_Day,876,284,32.42,,1,4,3,,,4,2,,15,1,1,2,1,1,,2,2,,,213,,1,1,,,2,,1,,,1,,,,,26
7872,VBM,876,351,40.07,1,1,,,9,1,,2,1,37,,,1,1,1,,1,2,1,1,241,,,2,1,,1,,1,,2,3,,,2,4,34
7873,Election_Day,847,251,29.63,,,1,2,1,,2,1,,27,1,,,,,1,1,2,,,173,,,2,2,,,,2,,2,1,,,,1,29
7873,VBM,847,346,40.85,,,2,3,2,1,1,3,,29,1,,2,4,2,,2,5,1,,263,,,1,1,,3,,1,1,,,,,1,,17
7874,Election_Day,461,128,27.77,,,1,2,5,,2,1,,10,,,1,,,,2,,,,83,,,1,,,1,,2,,,1,,,2,1,13
7874,VBM,461,166,36.01,2,,1,1,1,2,1,1,1,16,1,,3,,,,,,,2,115,,,,1,,,,,,1,,,,,4,13
7875,Election_Day,580,107,18.45,,,1,,2,3,,,,13,,1,,1,4,,,,,,66,,,2,3,,,,,,,,,,,,11
7875,VBM,580,222,38.28,4,,3,,2,,4,,1,25,2,,1,,1,,,,,2,133,1,,3,1,,1,,2,,4,,1,,3,7,21
7901,Election_Day,1134,282,24.87,2,,1,,1,2,10,,,35,,,,1,1,1,,1,,1,156,1,,5,6,,1,1,2,1,1,1,1,,2,7,41
7901,VBM,1134,317,27.95,2,,2,1,4,1,3,1,1,37,1,1,3,1,1,,1,1,,1,203,,,3,2,,1,,2,1,,,1,,,9,33
7902,Election_Day,935,253,27.06,3,,,1,10,1,1,1,1,25,,,,1,1,,2,3,1,1,158,1,,3,2,,,,2,1,,2,1,1,,1,29
7902,VBM,935,245,26.2,1,,,,3,,3,,2,29,,,,,,,1,2,1,,171,,,,2,1,1,,,1,1,,,3,1,2,20
7903,Election_Day,848,187,22.05,2,,2,,3,1,1,1,1,37,2,,,,,,2,1,,1,91,,,,1,2,1,,,,1,1,1,2,1,,32
7903,VBM,848,239,28.18,,,1,,4,1,3,,1,38,1,1,,,,,1,1,,,143,,,1,2,1,1,,2,2,,,1,2,,6,26
7904,Election_Day,861,178,20.67,,,1,,1,1,,1,,20,1,1,1,,2,,3,3,,,103,,1,7,1,,1,,2,2,,2,,,,3,21
7904,VBM,861,273,31.71,4,,,3,5,,4,2,,35,,1,3,,2,,2,,1,1,160,,1,6,2,,,1,1,,1,4,2,,1,6,25
7905,Election_Day,821,224,27.28,1,,3,1,2,,5,,,24,1,,1,,,,1,3,,2,141,,1,2,,1,1,,1,2,,1,,,2,,28
7905,VBM,821,265,32.28,,,,,2,,2,3,1,24,,,2,1,,,2,1,1,2,191,,,5,4,,,,1,2,,2,,,,4,15
7906,Election_Day,778,231,29.69,,,4,,3,,,,1,38,,1,,,,,2,1,1,,135,,,2,1,,1,,5,,,3,,1,,,32
7906,VBM,778,233,29.95,,,,,4,,4,,1,15,,,,,3,,,3,1,2,171,,,1,1,,1,,3,1,,1,,1,1,4,15
7907,Election_Day,925,261,28.22,2,,,,1,,3,,,38,1,,,,1,,,3,1,,159,,1,2,5,2,,,5,1,,,2,,,2,32
7907,VBM,925,293,31.68,4,1,1,,4,1,4,,3,32,1,,,,,,,,1,1,200,,,3,3,,1,2,2,,3,2,,,1,3,20
7908,Election_Day,935,250,26.74,,,1,,3,1,4,1,,31,,,,,1,1,,2,2,2,157,,,6,,,,,4,1,1,1,1,,,1,29
7908,VBM,935,271,28.98,5,,4,,2,2,5,3,3,40,2,1,,2,,,1,2,2,2,140,,,2,4,,,,1,,,,,1,,5,42
7909,Election_Day,735,227,30.88,1,,2,1,3,1,4,,1,19,,1,,,,1,2,,,,146,,,4,3,,,,2,,,2,,,,,34
7909,VBM,735,207,28.16,1,,,1,4,,1,1,,12,,,,1,1,,1,1,,3,156,,1,2,,,,,1,,,2,,,,,18
7911,Election_Day,849,247,29.09,,,1,1,2,,1,,1,22,,1,,1,,,,1,,1,163,2,,3,5,,4,,2,1,,1,,1,,1,32
7911,VBM,849,279,32.86,3,,2,,5,,,,,30,4,,,,1,,,,2,1,183,1,,,2,,1,,1,,1,3,3,,,4,32
7912,Election_Day,1004,274,27.29,,,1,,2,1,5,,,24,,,,,1,2,2,2,1,2,168,1,,4,3,,1,,4,,,2,2,,2,,44
7912,VBM,1004,314,31.27,1,,5,1,8,,2,1,1,38,1,1,,,1,,3,2,1,1,209,,,,,,1,1,1,1,,2,1,,,8,23
7913,Election_Day,890,293,32.92,,,1,2,4,1,4,,1,20,,,,2,1,,1,1,,1,197,,,3,3,,3,1,3,,,3,,,1,2,38
7913,VBM,890,258,28.99,6,,2,,4,,4,1,1,37,,1,2,1,,,,,,1,168,,,2,,,,,,1,1,,,,1,2,23
7914,Election_Day,859,268,31.2,,,2,,7,,5,,,30,2,,1,,,1,,2,,1,157,1,,4,4,,3,,4,1,,1,,,1,1,40
7914,VBM,859,275,32.01,1,,,,2,,5,1,,32,,,,,,,1,4,,2,183,,,,1,,,,2,,,,3,,2,7,29
7915,Election_Day,784,242,30.87,1,,,1,7,1,1,,,23,,1,1,,,,,2,1,,161,,,4,2,,,,2,2,,,,,,1,31
7915,VBM,784,195,24.87,3,,1,2,2,1,1,,,27,1,,,,1,,,,,2,126,,,2,1,,,,1,,,1,,,,2,21
7916,Election_Day,867,256,29.53,,,3,2,4,,2,,1,22,,,,,,,,1,,2,168,,,8,3,,1,,3,,,2,,1,2,3,28
7916,VBM,867,274,31.6,1,,2,,6,,5,2,,27,,,3,1,,,2,4,1,,188,,,1,,,,,2,,1,1,,2,,4,21
7917,Election_Day,1003,300,29.91,,,4,1,11,1,4,1,1,36,3,,,,,,2,4,1,1,179,,2,3,3,1,,1,4,1,,1,,,,5,30
7917,VBM,1003,288,28.71,,,3,,6,1,6,2,3,34,,,1,,,,,1,,,182,,,6,2,,,,2,1,,1,1,,1,7,28
7918,Election_Day,807,249,30.86,,,2,,5,,4,,,29,,,,1,,,1,,,1,158,,,5,,2,,,4,,1,,,,1,1,34
7918,VBM,807,241,29.86,1,,1,1,6,,1,1,,27,,1,,,1,,3,,1,,168,,,3,2,,,,,,,1,,1,1,2,19
7919,Election_Day,858,271,31.59,,,1,,5,,3,1,,41,,,1,1,,,,2,,1,157,,,7,3,,1,,,,,1,1,1,2,11,31
7919,VBM,858,232,27.04,2,,1,,3,,2,1,,32,,,,,,,,1,,,155,,1,2,,,,,,,,,,,2,4,26
7921,Election_Day,893,228,25.53,2,,,,9,,3,,1,25,1,2,,,,,,3,1,,129,2,1,2,5,,,2,3,1,1,3,,,,2,30
7921,VBM,893,245,27.44,3,,2,,4,1,3,1,,39,3,,1,1,1,,3,2,2,,141,,2,5,2,,,,2,,,,2,1,,8,16
7922,Election_Day,836,232,27.75,2,1,2,1,5,1,,,,26,,,1,,,1,4,2,1,,129,,,4,2,,1,,2,,,6,,2,2,3,34
7922,VBM,836,278,33.25,2,1,2,2,1,,4,1,3,29,,,2,,2,,3,3,4,1,175,,1,1,4,,,,3,,,1,,1,1,6,25
7923,Election_Day,877,253,28.85,1,,,1,6,,3,,1,20,,,1,,,,1,3,,,171,,,1,6,,1,,1,1,,,,2,,6,27
7923,VBM,877,279,31.81,,1,,,3,,2,1,2,29,3,,2,,2,,,2,,1,203,,,1,1,,,,4,,1,3,,,,2,16
7924,Election_Day,815,229,28.1,,,4,1,3,2,2,1,1,30,,,,,,,,3,2,2,134,,,5,2,,,,1,1,,3,,,3,,29
7924,VBM,815,255,31.29,3,,,1,2,,4,,1,24,5,2,2,,2,1,2,1,,2,159,,1,6,3,,2,,1,2,3,2,,,1,1,22
7925,Election_Day,551,156,28.31,,,,,2,,4,1,,18,,,,,,,1,3,1,,101,1,1,1,1,,,,2,,1,,,,,1,17
7925,VBM,551,194,35.21,1,,1,,3,,2,1,,20,1,,,1,,,,3,,,124,,,,1,,,,3,2,2,2,,,1,4,22
7926,Election_Day,786,218,27.74,1,,,,6,,1,,,16,,1,,,,1,1,,,,161,,,4,1,1,,,1,2,,1,,1,,,19
7926,VBM,786,280,35.62,1,,,1,3,,2,2,,25,1,,4,,1,,,3,1,,195,,,,1,1,1,,,2,,3,1,1,,4,27
7927,Election_Day,751,246,32.76,1,,,2,5,,1,,1,15,,,,,2,1,1,4,,1,172,,,6,3,,1,,,,,3,,2,2,1,22
7927,VBM,751,271,36.09,,,2,,5,,,3,,20,2,,,,1,,,3,1,,205,,,1,3,1,,,,1,,1,,1,,,21
7928,Election_Day,907,302,33.3,1,,2,1,2,,2,2,2,20,,,,,,1,1,3,1,1,221,,,6,,,2,,1,1,,3,1,,2,2,24
7928,VBM,907,317,34.95,,,2,2,5,,1,1,,28,,,2,2,1,1,,2,,2,226,1,,4,,,2,1,1,1,1,1,2,,1,7,20
7929,Election_Day,833,227,27.25,1,,,1,2,,1,1,,21,1,,,2,1,,3,1,,,164,,,,,,1,,2,,,,,,1,,24
7929,VBM,833,356,42.74,3,,1,1,4,,4,,1,15,1,1,4,1,2,,2,,,1,284,,,3,,,,,,,,3,,1,,2,22
7931,Election_Day,737,209,28.36,,,,1,5,,,,,20,,,,,1,,1,,,1,159,,,1,1,,2,,,1,1,,,,,2,13
7931,VBM,737,324,43.96,1,,1,,1,1,6,1,,31,,1,4,,,,,4,1,1,240,,,2,,,1,,2,,1,,,,,2,23
7932,Election_Day,531,135,25.42,,,1,2,6,,,,,12,,,1,2,,1,1,1,,,92,,,,1,,1,,1,,,1,,,,,12
7932,VBM,531,200,37.66,4,,,,3,,1,3,,12,1,,,1,1,,,,,1,144,,,,1,,1,,1,,,3,,,1,,22
7933,Election_Day,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,VBM,8,6,75,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
7934,Election_Day,831,220,26.47,1,,1,2,5,,2,1,1,13,,,,,,,,,1,2,152,,,3,1,,1,,2,,,2,1,,1,2,26
7934,VBM,831,312,37.55,2,,1,,3,,4,,1,30,,1,,,1,,1,3,1,1,235,1,,2,1,,,,1,,,1,1,,,3,18
7935,Election_Day,907,273,30.1,,,5,,,,2,,,21,,,2,,,,,,,,214,,,4,,,,,3,,,3,,,,,19
7935,VBM,907,346,38.15,,,2,,7,,1,2,1,29,2,,5,,2,,,,,4,259,,,1,,1,,,,,,4,,,,,26
7936,Election_Day,843,268,31.79,,,1,4,7,,1,4,,14,,,,,,,4,1,,2,198,,,1,1,,,,,1,,1,2,,,1,25
7936,VBM,843,297,35.23,,,1,3,3,,,,,24,,,,2,1,1,1,1,2,1,219,,,1,2,,1,,,,1,2,,,,1,30
7937,Election_Day,870,246,28.28,,,1,,4,,6,,1,26,,1,,3,2,,1,1,,,164,,,2,2,,,,,,,2,,,,1,29
7937,VBM,870,311,35.75,,,2,1,1,,4,1,1,9,,,,1,1,,3,1,1,1,249,,1,1,4,1,,,2,,2,,1,,2,3,18
7938,Election_Day,753,215,28.55,,1,4,,4,,1,,,25,,1,1,,1,,,5,,1,119,,,2,8,,1,,2,1,,,1,,2,5,30
7938,VBM,753,224,29.75,5,,1,,3,,3,,1,30,,,,1,1,,,1,,,147,,,4,1,1,,,3,,1,2,,,2,4,13
7939,Election_Day,659,230,34.9,1,,1,,1,,1,2,,22,,,,,,,,,,,169,,1,1,2,,1,,1,1,1,,1,,1,,23
7939,VBM,659,227,34.45,,,,,1,,1,2,1,21,,,,,1,,1,1,,2,169,,,2,1,1,,,,,,,,,,4,19
7941,Election_Day,761,211,27.73,,1,3,1,3,,1,2,,27,,,,,1,,,1,1,,141,,,2,,,,,3,,,2,,,,1,21
