PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7517,Election Day,7517,1,956,354,37.03,275,35,44,0
Pct 7517,VBM,7517,1,956,472,49.37,388,37,39,0
Pct 7518,Election Day,7518,1,993,356,35.85,289,28,41,0
Pct 7518,VBM,7518,1,993,502,50.55,401,49,43,0
Pct 7519,Election Day,7519,1,802,283,35.29,214,27,42,0
Pct 7519,VBM,7519,1,802,393,49.00,303,29,50,1
Pct 7521,Election Day,7521,1,854,321,37.59,261,24,38,0
Pct 7521,VBM,7521,1,854,405,47.42,324,28,41,0
Pct 7522,Election Day,7522,1,848,307,36.20,249,30,27,0
Pct 7522,VBM,7522,1,848,435,51.30,343,35,51,0
Pct 7523,Election Day,7523,1,821,288,35.08,234,27,25,1
Pct 7523,VBM,7523,1,821,401,48.84,312,38,45,0
Pct 7524,Election Day,7524,1,728,228,31.32,169,27,31,0
Pct 7524,VBM,7524,1,728,304,41.76,226,37,36,0
Pct 7525,Election Day,7525,1,870,236,27.13,183,24,29,0
Pct 7525,VBM,7525,1,870,400,45.98,298,40,52,0
Pct 7526,Election Day,7526,1,999,280,28.03,218,31,25,0
Pct 7526,VBM,7526,1,999,578,57.86,445,54,68,0
Pct 7527/7528,Election Day,7527,1,773,258,33.38,179,29,45,0
Pct 7527/7528,VBM,7527,1,773,366,47.35,292,35,30,0
Pct 7529,Election Day,7529,1,992,318,32.06,247,31,42,0
Pct 7529,VBM,7529,1,992,542,54.64,438,44,51,1
Pct 7531,Election Day,7531,1,954,301,31.55,238,27,38,0
Pct 7531,VBM,7531,1,954,504,52.83,388,51,58,0
Pct 7532,Election Day,7532,1,886,280,31.60,204,35,40,0
Pct 7532,VBM,7532,1,886,461,52.03,333,62,59,0
Pct 7533,Election Day,7533,1,1025,428,41.76,357,35,37,1
Pct 7533,VBM,7533,1,1025,482,47.02,375,38,54,0
Pct 7534,Election Day,7534,1,967,337,34.85,270,30,37,0
Pct 7534,VBM,7534,1,967,438,45.29,345,42,42,0
Pct 7535,Election Day,7535,1,807,296,36.68,244,30,20,1
Pct 7535,VBM,7535,1,807,415,51.43,316,48,46,0
Pct 7536,Election Day,7536,1,895,295,32.96,234,26,36,0
Pct 7536,VBM,7536,1,895,480,53.63,372,46,53,0
Pct 7537,Election Day,7537,1,783,294,37.55,232,26,35,0
