PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),SHANELL WILLIAMS,ALEX RANDOLPH,TOM TEMPRANO,RAFAEL MANDELMAN,AMY BACHARACH,WRITE-IN,Under Vote,Over Vote
Pct 9428,Election Day,9428,1,963,232,24.09,87,56,72,74,61,2,576,0
Pct 9428,VBM,9428,1,963,522,54.21,223,209,141,212,211,0,1092,0
Pct 9429,Election Day,9429,1,909,284,31.24,111,83,79,99,90,1,673,0
Pct 9429,VBM,9429,1,909,423,46.53,182,156,129,164,148,0,913,0
Pct 9431,Election Day,9431,1,1024,265,25.88,108,75,79,95,77,0,626,0
Pct 9431,VBM,9431,1,1024,556,54.30,263,231,170,254,210,4,1092,0
Pct 9432,Election Day,9432,1,913,277,30.34,93,87,91,94,72,0,671,0
Pct 9432,VBM,9432,1,913,441,48.30,198,179,128,186,149,5,919,0
Pct 9433,Election Day,9433,1,973,256,26.31,107,88,71,84,89,1,584,0
Pct 9433,VBM,9433,1,973,503,51.70,222,206,152,211,171,0,1046,4
Pct 9434,Election Day,9434,1,997,302,30.29,112,104,98,120,90,0,684,0
Pct 9434,VBM,9434,1,997,501,50.25,232,208,178,205,188,0,993,0
Pct 9435,Election Day,9435,1,969,276,28.48,118,92,90,111,85,0,604,4
Pct 9435,VBM,9435,1,969,489,50.46,211,210,160,207,185,1,982,0
Pct 9436,Election Day,9436,1,994,263,26.46,103,77,79,91,79,1,622,0
Pct 9436,VBM,9436,1,994,520,52.31,229,205,162,209,178,2,1095,0
Pct 9437,Election Day,9437,1,954,281,29.45,118,97,84,107,97,1,620,0
Pct 9437,VBM,9437,1,954,432,45.28,186,193,137,199,174,3,836,0
Pct 9438,Election Day,9438,1,1000,242,24.20,69,66,69,78,75,0,611,0
Pct 9438,VBM,9438,1,1000,549,54.90,253,218,149,223,211,4,1138,0
Pct 9439,Election Day,9439,1,903,222,24.58,80,79,66,84,73,0,506,0
Pct 9439,VBM,9439,1,903,468,51.83,202,196,129,217,169,3,956,0
Pct 9441,Election Day,9441,1,1004,283,28.19,120,86,82,112,101,0,631,0
Pct 9441,VBM,9441,1,1004,517,51.49,259,236,180,237,206,4,946,0
Pct 9442,Election Day,9442,1,1027,334,32.52,138,102,95,120,101,0,772,8
Pct 9442,VBM,9442,1,1027,475,46.25,208,167,153,203,184,4,977,4
Pct 9443,Election Day,9443,1,937,286,30.52,115,98,74,111,106,4,632,4
Pct 9443,VBM,9443,1,937,462,49.31,211,202,154,205,181,5,890,0
Pct 9444,Election Day,9444,1,955,253,26.49,87,81,69,78,80,2,615,0
Pct 9444,VBM,9444,1,955,467,48.90,223,195,163,196,176,12,903,0
Pct 9445,Election Day,9445,1,993,270,27.19,112,85,87,99,80,1,616,0
Pct 9445,VBM,9445,1,993,481,48.44,235,190,168,232,180,1,918,0
Pct 9446,Election Day,9446,1,1084,305,28.14,130,117,93,117,99,2,662,0
Pct 9446,VBM,9446,1,1084,607,56.00,261,245,171,239,239,1,1272,0
Pct 9447,Election Day,9447,1,954,268,28.09,124,91,93,120,103,0,541,0
Pct 9447,VBM,9447,1,954,493,51.68,216,207,151,217,182,5,994,0
Pct 9448,Election Day,9448,1,950,269,28.32,108,83,85,103,75,1,621,0
Pct 9448,VBM,9448,1,950,459,48.32,195,176,130,195,166,0,970,4
Pct 9449,Election Day,9449,1,820,178,21.71,65,48,57,59,48,4,431,0
Pct 9449,VBM,9449,1,820,461,56.22,224,175,145,186,167,6,941,0
Pct 9451,Election Day,9451,1,438,123,28.08,44,38,44,45,41,0,280,0
Pct 9451,VBM,9451,1,438,247,56.39,100,109,92,100,96,0,487,4
Pct 9452,Election Day,9452,1,829,289,34.86,116,97,80,106,104,0,653,0
Pct 9452,VBM,9452,1,829,412,49.70,169,144,133,154,139,0,909,0
Pct 9453,Election Day,9453,1,502,147,29.28,52,48,41,53,53,2,339,0
Pct 9453,VBM,9453,1,502,268,53.39,101,106,80,103,90,1,591,0
Pct 9501 MB,Election Day,9501,1,153,6,3.92,1,1,1,1,1,0,19,0
Pct 9501 MB,VBM,9501,1,153,125,81.70,43,40,40,57,43,0,277,0
Pct 9502 MB,Election Day,9502,1,233,5,2.15,2,2,1,2,1,0,12,0
Pct 9502 MB,VBM,9502,1,233,204,87.55,80,82,57,76,74,0,447,0
Pct 9503/9504,Election Day,9503,1,822,277,33.70,113,85,88,101,81,1,635,4
Pct 9503/9504,VBM,9503,1,822,397,48.30,171,161,130,176,142,0,808,0
Pct 9505,Election Day,9505,1,804,226,28.11,99,69,66,80,60,3,527,0
Pct 9505,VBM,9505,1,804,391,48.63,203,172,130,181,142,4,732,0
Pct 9506,Election Day,9506,1,810,266,32.84,151,83,98,105,72,0,555,0
Pct 9506,VBM,9506,1,810,336,41.48,175,149,113,153,109,2,639,4
Pct 9507,Election Day,9507,1,783,248,31.67,124,87,96,120,63,2,500,0
Pct 9507,VBM,9507,1,783,390,49.81,232,154,152,205,121,0,696,0
Pct 9508,Election Day,9508,1,862,304,35.27,151,70,132,139,72,1,651,0
Pct 9508,VBM,9508,1,862,416,48.26,216,165,152,191,114,2,824,0
Pct 9509,Election Day,9509,1,758,237,31.27,122,59,112,111,48,0,496,0
Pct 9509,VBM,9509,1,758,424,55.94,199,148,158,190,125,4,872,0
Pct 9511,Election Day,9511,1,630,236,37.46,129,57,109,121,55,0,473,0
Pct 9511,VBM,9511,1,630,293,46.51,150,97,118,130,75,1,601,0
Pct 9512,Election Day,9512,1,848,279,32.90,147,77,121,123,82,4,562,0
Pct 9512,VBM,9512,1,848,430,50.71,231,153,178,201,129,1,827,0
Pct 9513,Election Day,9513,1,952,319,33.51,162,85,128,130,80,1,690,0
Pct 9513,VBM,9513,1,952,447,46.95,243,174,188,212,149,4,818,0
Pct 9514/9522,Election Day,9514,1,959,342,35.66,155,109,132,158,98,0,716,0
Pct 9514/9522,VBM,9514,1,959,490,51.09,229,187,145,207,168,1,1023,0
Pct 9515,Election Day,9515,1,748,278,37.17,133,93,102,115,79,1,589,0
Pct 9515,VBM,9515,1,748,368,49.20,195,144,131,170,117,1,714,0
Pct 9516,Election Day,9516,1,922,311,33.73,141,102,109,129,85,1,677,0
Pct 9516,VBM,9516,1,922,452,49.02,210,179,152,198,161,1,907,0
Pct 9517,Election Day,9517,1,854,279,32.67,126,75,112,112,69,1,621,0
Pct 9517,VBM,9517,1,854,434,50.82,194,153,150,205,117,0,917,0
Pct 9518,Election Day,9518,1,826,275,33.29,130,95,101,119,92,0,563,0
Pct 9518,VBM,9518,1,826,432,52.30,214,157,154,189,142,2,870,0
Pct 9519,Election Day,9519,1,922,307,33.30,146,103,113,132,98,0,636,0
Pct 9519,VBM,9519,1,922,483,52.39,232,175,153,238,158,3,973,0
Pct 9521,Election Day,9521,1,947,354,37.38,176,114,123,161,99,0,743,0
Pct 9521,VBM,9521,1,947,473,49.95,242,182,167,211,158,1,931,0
Pct 9701,Election Day,9701,1,664,212,31.93,83,72,80,86,54,0,469,4
Pct 9701,VBM,9701,1,664,359,54.07,166,132,120,159,107,2,750,0
Pct 9702,Election Day,9702,1,760,257,33.82,127,81,90,119,74,4,533,0
Pct 9702,VBM,9702,1,760,383,50.39,192,147,150,180,112,3,748,0
Pct 9703,Election Day,9703,1,989,276,27.91,118,105,111,111,86,2,571,0
Pct 9703,VBM,9703,1,989,542,54.80,234,212,195,240,192,7,1088,0
Pct 9704,Election Day,9704,1,971,302,31.10,139,108,102,123,90,1,645,0
Pct 9704,VBM,9704,1,971,534,54.99,216,210,158,229,163,1,1159,0
Pct 9705,Election Day,9705,1,954,325,34.07,144,122,102,145,100,0,687,0
Pct 9705,VBM,9705,1,954,511,53.56,216,211,159,230,179,0,1049,0
Pct 9706 MB,Election Day,9706,1,54,3,5.56,0,0,0,0,0,0,12,0
Pct 9706 MB,VBM,9706,1,54,51,94.44,25,19,20,24,15,0,101,0
Pct 9707,Election Day,9707,1,805,185,22.98,63,59,53,68,57,0,440,0
Pct 9707,VBM,9707,1,805,494,61.37,213,201,146,202,172,0,1042,0
Pct 9708,Election Day,9708,1,956,299,31.28,135,93,90,130,94,13,641,0
Pct 9708,VBM,9708,1,956,530,55.44,223,185,152,209,172,7,1172,0
Pct 9709,Election Day,9709,1,1029,290,28.18,114,99,82,90,86,0,681,8
Pct 9709,VBM,9709,1,1029,558,54.23,231,243,162,230,226,1,1139,0
Pct 9711,Election Day,9711,1,643,212,32.97,103,96,79,102,74,0,394,0
Pct 9711,VBM,9711,1,643,360,55.99,152,143,123,157,132,1,732,0
Pct 9712,Election Day,9712,1,656,199,30.34,79,75,62,92,71,0,417,0
Pct 9712,VBM,9712,1,656,394,60.06,147,158,126,160,142,0,843,0
Pct 9713,Election Day,9713,1,974,268,27.52,85,83,73,79,81,4,667,0
Pct 9713,VBM,9713,1,974,514,52.77,201,227,170,193,197,0,1068,0
Pct 9714,Election Day,9714,1,941,268,28.48,113,111,86,116,93,0,553,0
Pct 9714,VBM,9714,1,941,557,59.19,220,223,169,210,194,4,1208,0
Pct 9715,Election Day,9715,1,580,212,36.55,89,94,51,83,86,0,445,0
Pct 9715,VBM,9715,1,580,309,53.28,94,120,83,138,115,0,686,0
Pct 9716,Election Day,9716,1,975,288,29.54,97,92,87,102,84,2,688,0
Pct 9716,VBM,9716,1,975,503,51.59,223,208,166,206,192,0,1017,0
Pct 9717,Election Day,9717,1,993,338,34.04,109,118,93,117,95,1,815,4
Pct 9717,VBM,9717,1,993,499,50.25,211,211,169,213,179,1,1012,0
Pct 9718,Election Day,9718,1,859,267,31.08,97,101,90,113,107,0,560,0
Pct 9718,VBM,9718,1,859,488,56.81,205,194,154,197,176,0,1022,4
Pct 9719,Election Day,9719,1,880,263,29.89,98,89,97,108,98,1,561,0
Pct 9719,VBM,9719,1,880,492,55.91,210,241,145,226,209,0,937,0
Pct 9721,Election Day,9721,1,657,222,33.79,80,95,75,92,84,1,461,0
Pct 9721,VBM,9721,1,657,353,53.73,132,154,97,134,142,3,750,0
Pct 9722,Election Day,9722,1,634,162,25.55,61,67,45,66,59,0,350,0
Pct 9722,VBM,9722,1,634,381,60.09,160,182,115,154,151,5,757,0
Pct 9723,Election Day,9723,1,478,111,23.22,36,39,23,23,44,1,278,0
Pct 9723,VBM,9723,1,478,285,59.62,104,117,62,104,95,0,658,0
Pct 9724,Election Day,9724,1,978,255,26.07,88,92,78,92,84,1,585,0
Pct 9724,VBM,9724,1,978,569,58.18,197,227,146,200,198,4,1296,8
Pct 9725,Election Day,9725,1,985,251,25.48,97,95,73,84,87,1,567,0
Pct 9725,VBM,9725,1,985,532,54.01,185,212,153,184,178,1,1215,0
Pct 9726,Election Day,9726,1,782,303,38.75,125,97,79,85,105,5,716,0
Pct 9726,VBM,9726,1,782,303,38.75,148,118,102,116,108,0,620,0
Pct 9727,Election Day,9727,1,454,111,24.45,46,52,40,41,42,0,223,0
Pct 9727,VBM,9727,1,454,285,62.78,120,140,78,105,131,0,566,0
Pct 9728,Election Day,9728,1,937,287,30.63,102,102,84,87,84,1,688,0
Pct 9728,VBM,9728,1,937,518,55.28,230,239,159,216,222,0,1006,0
Pct 9729,Election Day,9729,1,802,218,27.18,76,86,71,80,77,0,482,0
Pct 9729,VBM,9729,1,802,490,61.10,193,223,144,231,202,0,967,0
Pct 9731,Election Day,9731,1,548,198,36.13,74,80,57,68,82,0,431,0
Pct 9731,VBM,9731,1,548,287,52.37,115,118,98,118,109,4,586,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,1,0,0,0,3,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,22,24,15,20,21,4,174,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,4,3,1,2,3,0,3,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,93,90,61,97,88,1,370,0
Pct 9734,Election Day,9734,1,603,185,30.68,69,81,65,75,71,4,375,0
Pct 9734,VBM,9734,1,603,350,58.04,149,176,126,155,153,1,640,0
Pct 9735,Election Day,9735,1,807,227,28.13,94,96,53,95,87,3,480,0
Pct 9735,VBM,9735,1,807,472,58.49,181,211,160,213,197,4,922,0
Pct 9736,Election Day,9736,1,729,209,28.67,98,88,70,100,79,2,399,0
Pct 9736,VBM,9736,1,729,442,60.63,205,193,134,206,165,0,865,0
Pct 9737,Election Day,9737,1,782,233,29.80,99,81,65,98,85,1,503,0
Pct 9737,VBM,9737,1,782,482,61.64,236,218,179,228,163,3,897,4
Pct 9738,Election Day,9738,1,850,275,32.35,112,100,86,84,79,5,634,0
Pct 9738,VBM,9738,1,850,405,47.65,190,179,114,169,166,5,793,4
Pct 9739,Election Day,9739,1,912,302,33.11,119,107,93,93,85,0,707,4
Pct 9739,VBM,9739,1,912,379,41.56,195,169,145,151,150,5,701,0
Pct 9741,Election Day,9741,1,1064,433,40.70,152,132,94,70,126,5,1153,0
Pct 9741,VBM,9741,1,1064,246,23.12,105,104,67,59,97,0,552,0
Pct 9742,Election Day,9742,1,669,217,32.44,89,87,62,78,81,0,471,0
Pct 9742,VBM,9742,1,669,313,46.79,102,129,91,111,124,2,693,0
Pct 9743,Election Day,9743,1,1159,363,31.32,141,128,102,117,127,1,836,0
Pct 9743,VBM,9743,1,1159,544,46.94,263,245,176,215,207,1,1069,0
Pct 9744,Election Day,9744,1,968,364,37.60,163,135,118,108,123,0,805,4
Pct 9744,VBM,9744,1,968,399,41.22,180,167,127,161,140,3,818,0
Pct 9745,Election Day,9745,1,1052,359,34.13,146,119,114,110,112,1,834,0
Pct 9745,VBM,9745,1,1052,403,38.31,199,188,143,181,148,0,749,4
Pct 9746,Election Day,9746,1,903,310,34.33,123,108,103,98,99,7,702,0
Pct 9746,VBM,9746,1,903,473,52.38,207,213,155,192,194,4,927,0
Pct 9747,Election Day,9747,1,989,301,30.43,133,109,104,118,86,0,654,0
Pct 9747,VBM,9747,1,989,496,50.15,247,221,174,220,182,6,934,0
Pct 9748,Election Day,9748,1,981,278,28.34,109,107,82,91,89,1,633,0
Pct 9748,VBM,9748,1,981,531,54.13,244,236,200,216,212,3,1013,0
Pct 9749,Election Day,9749,1,969,256,26.42,115,81,82,82,84,0,580,0
Pct 9749,VBM,9749,1,969,430,44.38,217,172,153,170,161,2,845,0
Pct 9751,Election Day,9751,1,1011,306,30.27,126,121,102,115,98,1,657,4
Pct 9751,VBM,9751,1,1011,602,59.55,274,257,186,269,257,7,1158,0
Pct 9752,Election Day,9752,1,721,206,28.57,96,71,75,88,72,1,421,0
Pct 9752,VBM,9752,1,721,420,58.25,210,194,165,198,164,0,749,0
Pct 9753,Election Day,9753,1,777,228,29.34,119,85,94,92,82,1,439,0
Pct 9753,VBM,9753,1,777,408,52.51,196,154,164,184,152,7,775,0
Pct 9754,Election Day,9754,1,744,259,34.81,121,92,99,117,77,1,529,0
Pct 9754,VBM,9754,1,744,389,52.28,207,186,136,191,134,1,701,0
Pct 9755,Election Day,9755,1,605,185,30.58,86,59,80,73,44,0,398,0
Pct 9755,VBM,9755,1,605,307,50.74,156,133,118,138,122,1,556,4
Pct 9756,Election Day,9756,1,980,279,28.47,108,107,74,92,98,1,636,0
Pct 9756,VBM,9756,1,980,505,51.53,236,208,150,190,176,3,1057,0
Pct 9801,Election Day,9801,1,434,131,30.18,47,46,47,46,32,5,297,4
Pct 9801,VBM,9801,1,434,208,47.93,116,96,79,98,81,0,362,0
Pct 9900 MB,Election Day,9900,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 9900 MB,VBM,9900,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 9901 MB,Election Day,9901,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 9901 MB,VBM,9901,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 9902 MB,Election Day,9902,1,0,0,0.00,0,0,0,0,0,0,0,0
Pct 9902 MB,VBM,9902,1,0,0,0.00,0,0,0,0,0,0,0,0
