PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),IAN KALIN,PHIL KIM,JILL WYNNS,MARK SANCHEZ,RACHEL NORTON,MATT HANEY,STEVON COOK,ROB GELLER,TREVOR MCNEIL,WRITE-IN,Under Vote,Over Vote
Pct 9144,VBM,9144,1,983,491,49.95,69,90,130,175,167,208,172,31,130,0,784,8
Pct 9145,Election Day,9145,1,889,297,33.41,29,56,74,111,84,128,113,11,52,0,530,0
Pct 9145,VBM,9145,1,889,456,51.29,66,80,120,145,149,205,169,34,89,2,761,4
Pct 9146,Election Day,9146,1,929,359,38.64,21,64,64,147,98,159,126,19,58,2,674,4
Pct 9146,VBM,9146,1,929,440,47.36,52,75,93,153,131,179,169,31,98,3,772,4
Pct 9147,Election Day,9147,1,983,302,30.72,23,66,59,122,81,122,109,11,63,0,552,0
Pct 9147,VBM,9147,1,983,516,52.49,49,80,115,182,138,203,185,32,99,1,972,8
Pct 9148,Election Day,9148,1,1007,340,33.76,40,63,68,140,100,160,145,15,66,1,562,0
Pct 9148,VBM,9148,1,1007,529,52.53,59,78,123,173,170,223,186,20,96,3,973,12
Pct 9149,Election Day,9149,1,976,320,32.79,20,42,54,132,91,142,135,11,50,4,599,0
Pct 9149,VBM,9149,1,976,522,53.48,68,93,117,181,180,228,193,36,126,6,860,0
Pct 9151,Election Day,9151,1,858,288,33.57,31,49,73,99,83,105,88,17,63,0,536,8
Pct 9151,VBM,9151,1,858,416,48.48,43,72,112,139,143,192,148,16,91,0,704,4
Pct 9152,Election Day,9152,1,842,291,34.56,29,58,42,115,61,90,96,21,53,0,599,0
Pct 9152,VBM,9152,1,842,345,40.97,38,52,83,124,117,143,133,30,53,1,602,4
Pct 9201,Election Day,9201,1,1047,404,38.59,44,53,89,174,127,173,167,25,95,1,668,0
Pct 9201,VBM,9201,1,1047,489,46.70,87,77,104,192,171,201,190,37,128,2,759,8
Pct 9202,Election Day,9202,1,962,342,35.55,47,51,75,104,104,113,104,26,86,0,658,0
Pct 9202,VBM,9202,1,962,464,48.23,80,69,112,133,167,189,158,32,116,4,792,4
Pct 9203,Election Day,9203,1,1006,308,30.62,44,39,62,67,72,94,63,26,65,0,696,4
Pct 9203,VBM,9203,1,1006,549,54.57,105,57,129,107,153,183,125,35,128,0,1170,4
Pct 9204,Election Day,9204,1,849,325,38.28,43,45,84,74,97,101,89,24,69,1,673,0
Pct 9204,VBM,9204,1,849,408,48.06,73,59,122,94,147,162,129,30,80,1,735,0
Pct 9205,Election Day,9205,1,760,249,32.76,31,35,53,58,61,75,53,7,52,3,568,0
Pct 9205,VBM,9205,1,760,403,53.03,50,41,101,98,136,159,117,25,83,0,802,0
Pct 9206,Election Day,9206,1,960,287,29.90,51,37,61,65,68,73,53,14,65,0,661,0
Pct 9206,VBM,9206,1,960,535,55.73,97,72,170,122,178,192,142,44,152,1,970,0
Pct 9207,Election Day,9207,1,980,335,34.18,30,47,69,84,90,101,70,20,59,1,765,4
Pct 9207,VBM,9207,1,980,510,52.04,77,63,102,123,132,159,117,24,124,1,1114,4
Pct 9208,Election Day,9208,1,1028,356,34.63,47,45,61,108,89,111,96,17,75,0,775,0
Pct 9208,VBM,9208,1,1028,541,52.63,86,58,133,135,160,177,148,22,120,1,1124,0
Pct 9209,Election Day,9209,1,750,283,37.73,41,40,72,70,71,96,61,27,63,1,586,4
Pct 9209,VBM,9209,1,750,363,48.40,37,44,85,75,97,111,98,30,91,0,784,0
Pct 9211,Election Day,9211,1,910,326,35.82,31,48,67,79,91,95,85,17,60,1,718,12
Pct 9211,VBM,9211,1,910,452,49.67,63,43,82,103,116,145,105,32,97,0,1022,0
Pct 9212,Election Day,9212,1,857,298,34.77,45,44,50,77,72,88,67,19,56,0,666,8
Pct 9212,VBM,9212,1,857,448,52.28,60,60,103,136,120,153,118,25,90,4,915,8
Pct 9213,Election Day,9213,1,987,349,35.36,45,57,71,88,89,112,84,20,70,0,756,4
Pct 9213,VBM,9213,1,987,504,51.06,75,72,117,129,145,178,156,25,124,0,991,4
Pct 9214,Election Day,9214,1,632,195,30.85,21,28,45,54,59,59,55,7,50,0,402,0
Pct 9214,VBM,9214,1,632,344,54.43,57,39,92,94,125,139,107,19,85,1,614,4
Pct 9215,Election Day,9215,1,645,216,33.49,32,29,62,45,46,58,44,16,52,2,474,4
Pct 9215,VBM,9215,1,645,350,54.26,61,32,89,85,128,134,103,12,81,0,675,0
Pct 9216,Election Day,9216,1,861,301,34.96,41,41,69,73,80,94,73,24,69,0,640,0
Pct 9216,VBM,9216,1,861,425,49.36,84,46,119,87,121,129,93,28,102,0,887,4
Pct 9217,Election Day,9217,1,761,268,35.22,37,38,67,83,80,80,70,20,60,0,537,0
Pct 9217,VBM,9217,1,761,394,51.77,57,58,102,105,115,130,90,22,74,0,823,0
Pct 9218,Election Day,9218,1,868,288,33.18,41,42,66,72,80,101,84,24,53,0,585,4
Pct 9218,VBM,9218,1,868,442,50.92,64,55,86,110,131,150,113,22,95,1,941,0
Pct 9219,Election Day,9219,1,829,295,35.59,23,44,56,70,84,99,80,14,57,0,653,0
Pct 9219,VBM,9219,1,829,424,51.15,60,72,94,110,131,158,110,25,92,2,842,0
Pct 9221,Election Day,9221,1,662,171,25.83,28,18,50,28,58,54,59,5,46,0,338,0
Pct 9221,VBM,9221,1,662,466,70.39,79,63,138,83,169,163,129,30,112,1,897,0
Pct 9222,Election Day,9222,1,889,281,31.61,47,36,73,63,89,99,74,11,61,0,567,4
Pct 9222,VBM,9222,1,889,530,59.62,74,71,159,115,177,199,135,31,127,4,1024,4
Pct 9223,Election Day,9223,1,664,184,27.71,29,22,41,49,39,62,49,14,44,0,387,0
Pct 9223,VBM,9223,1,664,389,58.58,59,49,112,79,108,138,95,17,80,1,814,4
Pct 9224,Election Day,9224,1,993,300,30.21,39,46,77,80,88,103,75,11,59,0,622,0
Pct 9224,VBM,9224,1,993,563,56.70,88,65,157,143,206,234,167,35,120,0,1033,4
Pct 9225,Election Day,9225,1,994,346,34.81,50,51,74,90,87,109,94,26,61,0,742,0
Pct 9225,VBM,9225,1,994,580,58.35,85,80,126,138,161,212,166,28,107,1,1212,4
Pct 9226,Election Day,9226,1,960,292,30.42,37,41,64,75,75,89,83,15,69,0,616,4
Pct 9226,VBM,9226,1,960,541,56.35,70,70,128,129,175,192,151,34,106,4,1097,8
Pct 9227,Election Day,9227,1,759,237,31.23,41,48,66,58,75,77,66,19,55,0,443,0
Pct 9227,VBM,9227,1,759,428,56.39,77,56,137,115,178,192,139,25,115,0,678,0
Pct 9228,Election Day,9228,1,725,233,32.14,38,43,58,60,67,80,79,19,66,0,422,0
Pct 9228,VBM,9228,1,725,418,57.66,73,73,141,111,177,185,138,28,98,2,638,8
Pct 9229,Election Day,9229,1,615,195,31.71,28,28,64,56,74,77,69,9,46,2,327,0
Pct 9229,VBM,9229,1,615,360,58.54,70,55,113,96,142,142,136,30,94,0,558,4
Pct 9231,Election Day,9231,1,1006,372,36.98,44,53,93,137,143,159,139,11,81,0,628,0
Pct 9231,VBM,9231,1,1006,497,49.40,68,82,150,139,180,202,175,22,113,0,853,4
Pct 9232,Election Day,9232,1,746,276,37.00,36,51,65,74,88,108,96,18,62,0,506,0
Pct 9232,VBM,9232,1,746,419,56.17,73,71,130,89,167,191,143,9,101,4,694,4
Pct 9233,Election Day,9233,1,816,268,32.84,32,38,66,64,78,96,72,14,55,0,549,8
Pct 9233,VBM,9233,1,816,468,57.35,71,64,122,97,173,191,139,12,108,0,895,0
Pct 9234,Election Day,9234,1,759,216,28.46,39,28,46,65,64,79,78,15,43,0,407,0
Pct 9234,VBM,9234,1,759,448,59.03,56,58,150,95,167,170,126,29,111,0,826,4
Pct 9235,Election Day,9235,1,907,303,33.41,51,44,85,86,110,127,96,12,79,0,522,0
Pct 9235,VBM,9235,1,907,515,56.78,91,48,153,101,186,210,153,41,96,1,980,0
Pct 9236,Election Day,9236,1,682,237,34.75,35,38,68,60,66,75,57,17,52,2,478,0
Pct 9236,VBM,9236,1,682,363,53.23,50,40,101,90,122,139,107,11,63,4,721,4
Pct 9237,Election Day,9237,1,941,279,29.65,38,44,73,50,75,92,80,12,63,1,580,8
Pct 9237,VBM,9237,1,941,545,57.92,76,61,149,113,172,215,172,29,96,0,1085,12
Pct 9238,Election Day,9238,1,846,271,32.03,42,37,53,70,81,96,93,23,51,0,530,8
Pct 9238,VBM,9238,1,846,538,63.59,90,75,158,126,189,207,167,29,124,2,977,8
Pct 9239,Election Day,9239,1,885,250,28.25,29,35,67,55,80,90,79,9,50,0,502,4
Pct 9239,VBM,9239,1,885,588,66.44,79,62,169,149,205,232,183,27,127,0,1111,8
Pct 9241,Election Day,9241,1,1027,286,27.85,48,39,70,78,83,98,85,10,48,0,585,0
Pct 9241,VBM,9241,1,1027,608,59.20,71,67,170,161,200,264,214,31,126,0,1120,8
Pct 9242,Election Day,9242,1,1023,317,30.99,33,45,56,86,83,101,91,15,74,1,679,4
Pct 9242,VBM,9242,1,1023,568,55.52,100,81,143,155,185,227,169,29,122,0,1057,4
Pct 9243,Election Day,9243,1,611,228,37.32,29,29,53,64,68,86,73,17,46,0,447,0
Pct 9243,VBM,9243,1,611,327,53.52,58,52,95,95,123,135,102,22,79,0,547,0
Pct 9244,Election Day,9244,1,940,279,29.68,29,43,66,74,82,101,87,8,47,0,579,0
Pct 9244,VBM,9244,1,940,545,57.98,69,64,147,131,178,215,156,15,126,0,1079,0
Pct 9245,Election Day,9245,1,725,229,31.59,25,40,45,76,67,84,70,16,55,0,438,0
Pct 9245,VBM,9245,1,725,398,54.90,51,54,86,133,139,165,143,20,88,0,709,4
Pct 9246,Election Day,9246,1,964,293,30.39,39,45,62,71,77,91,75,19,51,0,642,0
Pct 9246,VBM,9246,1,964,549,56.95,71,74,128,139,173,196,167,29,104,9,1106,0
Pct 9247,Election Day,9247,1,1004,315,31.37,37,52,55,101,72,101,100,13,60,0,665,4
Pct 9247,VBM,9247,1,1004,570,56.77,75,77,164,152,200,243,192,29,111,5,1028,4
Pct 9248,Election Day,9248,1,955,296,30.99,32,42,75,87,99,121,103,24,53,0,544,4
Pct 9248,VBM,9248,1,955,550,57.59,63,70,152,136,187,211,182,34,111,1,1053,0
Pct 9249,Election Day,9249,1,926,322,34.77,49,55,77,113,104,118,111,31,90,0,536,4
Pct 9249,VBM,9249,1,926,485,52.38,54,75,123,138,161,186,153,22,120,1,907,0
Pct 9251,Election Day,9251,1,982,324,32.99,34,57,89,94,106,124,103,23,72,3,591,0
Pct 9251,VBM,9251,1,982,547,55.70,92,93,144,171,179,240,187,35,143,2,898,4
Pct 9252,Election Day,9252,1,943,284,30.12,34,64,62,106,87,104,83,20,52,0,516,8
Pct 9252,VBM,9252,1,943,553,58.64,94,97,163,161,191,224,163,35,135,6,939,4
Pct 9253,Election Day,9253,1,808,253,31.31,36,42,54,80,69,81,78,17,58,0,485,12
Pct 9253,VBM,9253,1,808,456,56.44,69,62,134,124,171,175,147,25,117,1,795,4
Pct 9254,Election Day,9254,1,951,300,31.55,23,51,56,101,78,122,95,19,48,1,602,4
Pct 9254,VBM,9254,1,951,571,60.04,76,59,144,145,196,235,198,20,106,0,1097,8
Pct 9255,Election Day,9255,1,577,213,36.92,28,40,51,73,59,84,71,11,43,2,390,0
Pct 9255,VBM,9255,1,577,305,52.86,37,42,64,74,90,104,93,15,61,2,634,4
Pct 9256,Election Day,9256,1,403,133,33.00,8,15,25,41,26,56,52,5,25,0,279,0
Pct 9256,VBM,9256,1,403,209,51.86,34,19,50,61,64,93,77,9,54,0,375,0
Pct 9257 MB,Election Day,9257,1,339,9,2.65,0,2,0,1,1,2,2,1,2,0,25,0
Pct 9257 MB,VBM,9257,1,339,278,82.01,22,39,56,119,86,127,110,13,56,0,484,0
Pct 9258,Election Day,9258,1,715,216,30.21,31,35,40,68,74,89,80,15,52,0,380,0
Pct 9258,VBM,9258,1,715,429,60.00,56,67,113,133,154,199,144,21,83,0,734,12
Pct 9401,Election Day,9401,1,1014,355,35.01,30,50,55,157,80,147,128,21,72,1,675,4
Pct 9401,VBM,9401,1,1014,460,45.36,54,92,89,192,140,170,169,33,112,8,781,0
Pct 9402,Election Day,9402,1,1028,323,31.42,27,58,52,133,86,133,102,26,67,1,607,0
Pct 9402,VBM,9402,1,1028,493,47.96,43,72,110,195,147,209,172,31,89,4,900,0
Pct 9403,Election Day,9403,1,933,273,29.26,32,34,51,118,71,100,101,18,50,0,517,0
Pct 9403,VBM,9403,1,933,466,49.95,44,105,114,187,146,181,152,47,126,4,738,20
Pct 9404,Election Day,9404,1,921,286,31.05,30,52,45,129,69,116,110,21,57,0,515,0
Pct 9404,VBM,9404,1,921,458,49.73,42,90,113,178,143,188,146,25,111,7,785,4
Pct 9405,Election Day,9405,1,818,258,31.54,27,54,53,86,80,98,79,24,68,3,460,0
Pct 9405,VBM,9405,1,818,441,53.91,42,78,108,159,149,175,150,39,95,5,760,4
Pct 9406,Election Day,9406,1,916,291,31.77,31,59,63,104,82,104,97,16,49,0,555,4
Pct 9406,VBM,9406,1,916,500,54.59,59,100,116,202,179,220,181,31,129,0,779,4
Pct 9407,Election Day,9407,1,941,309,32.84,22,59,58,128,60,110,109,15,53,0,618,4
Pct 9407,VBM,9407,1,941,419,44.53,51,89,100,138,154,168,131,19,113,1,712,0
Pct 9408,Election Day,9408,1,879,297,33.79,25,59,56,119,75,107,116,26,55,0,542,8
Pct 9408,VBM,9408,1,879,407,46.30,29,66,86,169,112,186,159,30,64,1,698,28
Pct 9409,Election Day,9409,1,626,236,37.70,14,38,49,116,61,104,91,20,42,0,409,0
Pct 9409,VBM,9409,1,626,288,46.01,32,57,59,112,83,115,88,16,66,6,518,0
Pct 9411,Election Day,9411,1,1051,345,32.83,21,56,50,147,80,127,130,23,80,1,665,0
Pct 9411,VBM,9411,1,1051,495,47.10,50,80,101,229,154,200,179,37,102,0,848,0
Pct 9412,Election Day,9412,1,885,291,32.88,30,57,75,126,89,128,115,20,61,1,458,4
Pct 9412,VBM,9412,1,885,412,46.55,44,78,99,169,124,165,137,32,73,0,727,0
Pct 9413,Election Day,9413,1,907,265,29.22,25,39,52,95,76,101,101,27,49,0,495,0
Pct 9413,VBM,9413,1,907,477,52.59,50,85,114,188,134,185,147,38,115,5,847,0
Pct 9414,Election Day,9414,1,894,272,30.43,18,57,61,107,63,103,91,10,54,1,523,0
Pct 9414,VBM,9414,1,894,468,52.35,53,108,124,166,159,186,157,35,108,0,776,0
Pct 9415,Election Day,9415,1,798,216,27.07,16,34,40,73,56,78,69,15,42,0,441,0
Pct 9415,VBM,9415,1,798,421,52.76,39,79,125,150,146,171,117,25,107,0,709,16
Pct 9416,Election Day,9416,1,1018,305,29.96,22,44,69,119,84,120,112,18,73,1,554,4
Pct 9416,VBM,9416,1,1018,501,49.21,50,86,127,182,149,180,156,25,148,1,900,0
Pct 9417,Election Day,9417,1,759,192,25.30,21,35,39,70,49,74,61,16,43,2,358,0
Pct 9417,VBM,9417,1,759,412,54.28,62,71,103,160,128,141,127,16,105,0,731,4
Pct 9418,Election Day,9418,1,814,235,28.87,24,51,48,90,60,83,72,10,44,0,458,0
Pct 9418,VBM,9418,1,814,407,50.00,39,74,83,128,126,140,110,30,89,0,805,4
Pct 9419,Election Day,9419,1,902,245,27.16,16,56,47,91,65,80,58,19,57,0,491,0
Pct 9419,VBM,9419,1,902,463,51.33,56,114,110,160,132,152,127,39,109,5,848,0
Pct 9421,Election Day,9421,1,929,243,26.16,21,51,39,95,61,79,64,15,61,0,486,0
Pct 9421,VBM,9421,1,929,489,52.64,51,96,138,174,162,185,132,30,105,1,882,0
Pct 9422,Election Day,9422,1,1082,348,32.16,42,66,66,118,91,131,111,21,67,0,679,0
Pct 9422,VBM,9422,1,1082,539,49.82,72,112,130,187,188,228,175,50,130,0,860,24
Pct 9423,Election Day,9423,1,909,269,29.59,23,43,39,100,63,89,90,23,49,0,557,0
Pct 9423,VBM,9423,1,909,449,49.39,34,78,122,184,157,197,156,33,107,8,716,4
Pct 9424,Election Day,9424,1,951,246,25.87,25,45,57,104,74,102,81,19,50,0,419,8
Pct 9424,VBM,9424,1,951,510,53.63,68,126,148,205,180,217,152,45,119,1,771,8
Pct 9425,Election Day,9425,1,964,258,26.76,23,46,47,86,75,90,68,11,49,0,537,0
Pct 9425,VBM,9425,1,964,490,50.83,62,113,138,189,151,154,116,49,138,0,838,12
Pct 9426,Election Day,9426,1,835,241,28.86,35,47,49,91,53,73,72,16,59,4,465,0
Pct 9426,VBM,9426,1,835,422,50.54,63,98,92,150,127,164,132,35,119,5,699,4
Pct 9427,Election Day,9427,1,963,250,25.96,23,59,57,76,66,82,62,15,44,4,508,4
Pct 9427,VBM,9427,1,963,483,50.16,77,108,116,159,156,176,151,48,130,0,799,12
Pct 9428,Election Day,9428,1,963,232,24.09,26,36,44,91,43,65,64,21,41,2,495,0
Pct 9428,VBM,9428,1,963,522,54.21,70,116,142,170,179,183,132,39,159,0,894,4
Pct 9429,Election Day,9429,1,909,284,31.24,23,51,51,99,79,109,76,24,69,0,555,0
Pct 9429,VBM,9429,1,909,423,46.53,49,120,114,151,119,137,119,32,126,1,716,8
Pct 9431,Election Day,9431,1,1024,265,25.88,27,49,54,92,68,95,84,14,64,0,513,0
Pct 9431,VBM,9431,1,1024,556,54.30,69,136,133,210,217,211,171,38,142,3,890,4
Pct 9432,Election Day,9432,1,913,277,30.34,34,57,60,89,79,84,66,26,54,0,555,4
Pct 9432,VBM,9432,1,913,441,48.30,51,84,118,145,168,172,132,32,103,8,751,0
Pct 9433,Election Day,9433,1,973,256,26.31,33,58,47,89,67,87,82,26,63,0,468,4
Pct 9433,VBM,9433,1,973,503,51.70,41,101,155,185,166,194,157,35,117,0,853,8
Pct 9434,Election Day,9434,1,997,302,30.29,35,50,54,120,86,110,96,23,62,3,569,0
Pct 9434,VBM,9434,1,997,501,50.25,52,97,133,199,168,210,165,34,146,0,796,4
Pct 9435,Election Day,9435,1,969,276,28.48,29,47,56,110,71,103,99,18,71,0,500,0
Pct 9435,VBM,9435,1,969,489,50.46,55,110,118,189,161,178,159,46,119,0,821,0
Pct 9436,Election Day,9436,1,994,263,26.46,29,48,55,106,70,84,82,22,57,1,498,0
Pct 9436,VBM,9436,1,994,520,52.31,55,120,124,194,163,187,155,47,121,1,913,0
Pct 9437,Election Day,9437,1,954,281,29.45,28,50,72,112,85,86,80,20,58,1,532,0
Pct 9437,VBM,9437,1,954,432,45.28,47,96,119,167,143,174,144,30,104,2,694,8
Pct 9438,Election Day,9438,1,1000,242,24.20,20,43,49,74,46,79,61,16,50,0,530,0
Pct 9438,VBM,9438,1,1000,549,54.90,74,125,148,189,175,184,156,55,129,4,953,4
Pct 9439,Election Day,9439,1,903,222,24.58,16,44,57,84,67,87,68,16,44,0,405,0
Pct 9439,VBM,9439,1,903,468,51.83,42,100,128,172,136,191,140,28,104,2,825,4
Pct 9441,Election Day,9441,1,1004,283,28.19,26,49,65,101,81,100,89,27,57,0,529,8
Pct 9441,VBM,9441,1,1004,517,51.49,68,90,151,213,174,238,180,32,154,1,767,0
Pct 9442,Election Day,9442,1,1027,334,32.52,20,60,80,118,79,121,113,19,57,0,661,8
Pct 9442,VBM,9442,1,1027,475,46.25,72,104,109,172,140,178,147,31,124,2,801,20
Pct 9443,Election Day,9443,1,937,286,30.52,31,58,58,104,82,95,75,32,69,1,539,0
Pct 9443,VBM,9443,1,937,462,49.31,52,97,126,167,165,184,145,27,134,4,743,4
Pct 9444,Election Day,9444,1,955,253,26.49,22,40,45,88,60,82,65,19,59,0,528,4
Pct 9444,VBM,9444,1,955,467,48.90,65,102,127,175,146,175,146,45,132,7,744,4
Pct 9445,Election Day,9445,1,993,270,27.19,24,49,54,110,78,87,80,16,57,1,524,0
Pct 9445,VBM,9445,1,993,481,48.44,42,89,125,206,171,197,160,37,117,2,766,12
Pct 9446,Election Day,9446,1,1084,305,28.14,35,65,63,113,88,125,95,22,85,1,524,4
Pct 9446,VBM,9446,1,1084,607,56.00,74,128,174,202,207,234,173,42,161,2,1027,4
Pct 9447,Election Day,9447,1,954,268,28.09,36,59,61,96,81,115,94,21,57,0,452,0
Pct 9447,VBM,9447,1,954,493,51.68,56,86,135,193,166,210,161,38,126,4,793,4
Pct 9448,Election Day,9448,1,950,269,28.32,29,47,65,103,82,90,77,22,52,1,504,4
Pct 9448,VBM,9448,1,950,459,48.32,49,114,132,153,147,170,120,37,96,0,818,0
Pct 9449,Election Day,9449,1,820,178,21.71,13,37,36,62,38,57,46,15,30,3,371,4
Pct 9449,VBM,9449,1,820,461,56.22,49,118,143,158,153,168,110,24,109,3,797,12
Pct 9451,Election Day,9451,1,438,123,28.08,9,27,28,57,40,45,34,6,24,0,222,0
Pct 9451,VBM,9451,1,438,247,56.39,36,53,74,93,78,85,75,22,82,0,386,4
Pct 9452,Election Day,9452,1,829,289,34.86,30,54,70,100,79,96,74,25,76,0,552,0
Pct 9452,VBM,9452,1,829,412,49.70,54,83,106,160,122,160,118,23,109,0,713,0
Pct 9453,Election Day,9453,1,502,147,29.28,11,33,35,58,40,52,37,9,37,0,272,4
Pct 9453,VBM,9453,1,502,268,53.39,34,54,81,78,86,85,65,16,81,0,480,12
Pct 9501 MB,Election Day,9501,1,153,6,3.92,1,0,0,1,3,0,0,1,2,0,16,0
Pct 9501 MB,VBM,9501,1,153,125,81.70,19,19,23,38,44,51,37,11,37,0,221,0
Pct 9502 MB,Election Day,9502,1,233,5,2.15,0,1,0,2,1,2,2,0,2,0,10,0
Pct 9502 MB,VBM,9502,1,233,204,87.55,14,20,50,54,75,99,74,9,30,0,379,12
Pct 9503/9504,Election Day,9503,1,822,277,33.70,31,39,57,95,72,110,89,19,52,0,540,4
Pct 9503/9504,VBM,9503,1,822,397,48.30,27,47,78,133,121,173,141,17,85,0,754,12
Pct 9505,Election Day,9505,1,804,226,28.11,7,31,33,83,65,97,90,10,34,2,432,20
Pct 9505,VBM,9505,1,804,391,48.63,31,50,81,157,146,184,162,22,83,1,639,8
Pct 9506,Election Day,9506,1,810,266,32.84,17,35,35,131,72,121,107,17,46,0,475,8
Pct 9506,VBM,9506,1,810,336,41.48,28,49,80,130,126,158,134,18,72,2,547,0
Pct 9507,Election Day,9507,1,783,248,31.67,25,25,47,99,85,135,114,9,38,0,411,4
Pct 9507,VBM,9507,1,783,390,49.81,29,41,82,168,143,217,176,11,59,0,626,8
Pct 9508,Election Day,9508,1,862,304,35.27,21,31,35,125,73,149,135,8,50,1,588,0
Pct 9508,VBM,9508,1,862,416,48.26,35,40,77,171,139,213,205,17,60,0,707,0
Pct 9509,Election Day,9509,1,758,237,31.27,17,26,35,103,57,115,96,14,46,0,439,0
Pct 9509,VBM,9509,1,758,424,55.94,48,52,94,140,136,193,166,13,68,4,778,4
Pct 9511,Election Day,9511,1,630,236,37.46,23,21,36,119,55,119,119,11,31,0,410,0
Pct 9511,VBM,9511,1,630,293,46.51,32,29,52,114,82,132,124,14,53,0,540,0
Pct 9512,Election Day,9512,1,848,279,32.90,11,30,48,129,80,146,134,16,35,1,486,0
Pct 9512,VBM,9512,1,848,430,50.71,45,41,80,188,141,225,213,25,74,1,687,0
Pct 9513,Election Day,9513,1,952,319,33.51,16,37,47,130,84,146,147,17,60,1,591,0
Pct 9513,VBM,9513,1,952,447,46.95,33,50,85,194,170,250,197,20,85,3,697,4
Pct 9514/9522,Election Day,9514,1,959,342,35.66,34,38,67,146,104,172,158,14,57,0,578,0
Pct 9514/9522,VBM,9514,1,959,490,51.09,53,66,115,165,164,227,183,24,83,2,878,0
Pct 9515,Election Day,9515,1,748,278,37.17,20,39,52,117,97,133,119,19,55,0,461,0
Pct 9515,VBM,9515,1,748,368,49.20,51,52,80,145,118,190,156,23,77,1,575,4
Pct 9516,Election Day,9516,1,922,311,33.73,23,47,55,133,94,132,125,23,69,0,543,0
Pct 9516,VBM,9516,1,922,452,49.02,46,80,103,173,154,203,159,31,92,1,762,4
Pct 9517,Election Day,9517,1,854,279,32.67,20,38,35,114,73,134,122,8,46,1,525,0
Pct 9517,VBM,9517,1,854,434,50.82,36,53,76,156,131,201,182,21,83,0,789,8
Pct 9518,Election Day,9518,1,826,275,33.29,16,35,45,119,91,140,111,13,45,0,485,0
Pct 9518,VBM,9518,1,826,432,52.30,38,49,83,171,130,206,202,21,86,2,732,8
Pct 9519,Election Day,9519,1,922,307,33.30,35,43,47,128,82,134,126,20,71,1,541,0
Pct 9519,VBM,9519,1,922,483,52.39,42,59,126,178,166,251,198,17,90,4,797,4
Pct 9521,Election Day,9521,1,947,354,37.38,32,51,62,144,113,156,146,15,71,0,618,8
Pct 9521,VBM,9521,1,947,473,49.95,64,48,104,183,166,224,200,19,104,2,778,0
Pct 9701,Election Day,9701,1,664,212,31.93,17,40,43,80,65,85,83,14,36,0,385,0
Pct 9701,VBM,9701,1,664,359,54.07,45,61,84,117,117,156,120,21,88,0,623,4
Pct 9702,Election Day,9702,1,760,257,33.82,20,40,38,101,65,112,100,19,45,4,484,0
Pct 9702,VBM,9702,1,760,383,50.39,41,62,80,149,116,165,159,29,80,0,651,0
Pct 9703,Election Day,9703,1,989,276,27.91,31,47,64,98,72,111,101,32,65,2,481,0
Pct 9703,VBM,9703,1,989,542,54.80,56,116,133,179,160,238,194,31,125,1,931,4
Pct 9704,Election Day,9704,1,971,302,31.10,27,58,63,107,87,130,123,23,54,0,536,0
Pct 9704,VBM,9704,1,971,534,54.99,64,86,127,183,169,231,182,36,99,3,956,0
Pct 9705,Election Day,9705,1,954,325,34.07,38,58,59,128,118,138,127,22,62,0,550,0
Pct 9705,VBM,9705,1,954,511,53.56,48,76,128,161,168,217,178,30,124,1,913,0
Pct 9706 MB,Election Day,9706,1,54,3,5.56,0,0,0,0,0,0,0,0,0,0,12,0
Pct 9706 MB,VBM,9706,1,54,51,94.44,7,2,15,22,16,23,21,1,14,0,83,0
Pct 9707,Election Day,9707,1,805,185,22.98,17,30,42,56,57,65,55,13,33,0,372,0
Pct 9707,VBM,9707,1,805,494,61.37,84,109,153,148,177,191,140,38,134,0,798,4
Pct 9708,Election Day,9708,1,956,299,31.28,30,63,70,115,79,122,109,23,53,13,519,0
Pct 9708,VBM,9708,1,956,530,55.44,50,100,116,177,144,198,203,28,106,5,985,8
Pct 9709,Election Day,9709,1,1029,290,28.18,32,48,63,83,76,96,81,27,77,0,565,12
Pct 9709,VBM,9709,1,1029,558,54.23,80,116,172,167,187,230,181,42,167,1,885,4
Pct 9711,Election Day,9711,1,643,212,32.97,27,35,64,78,86,105,89,19,58,1,286,0
Pct 9711,VBM,9711,1,643,360,55.99,32,57,117,118,124,165,124,19,71,1,612,0
Pct 9712,Election Day,9712,1,656,199,30.34,25,22,67,65,63,85,59,16,41,1,352,0
Pct 9712,VBM,9712,1,656,394,60.06,64,52,116,99,145,168,118,33,99,0,670,12
Pct 9713,Election Day,9713,1,974,268,27.52,31,61,53,84,71,82,73,14,66,3,534,0
Pct 9713,VBM,9713,1,974,514,52.77,79,101,129,144,177,195,160,46,138,0,883,4
Pct 9714,Election Day,9714,1,941,268,28.48,31,48,76,92,90,110,84,19,72,0,450,0
Pct 9714,VBM,9714,1,941,557,59.19,84,94,148,175,210,221,170,32,143,4,947,0
Pct 9715,Election Day,9715,1,580,212,36.55,19,27,69,67,86,86,71,9,51,0,363,0
Pct 9715,VBM,9715,1,580,309,53.28,48,38,104,77,124,120,88,16,81,0,536,4
Pct 9716,Election Day,9716,1,975,288,29.54,28,56,57,97,77,91,93,11,72,1,569,0
Pct 9716,VBM,9716,1,975,503,51.59,66,95,143,163,170,197,186,38,133,2,815,4
