PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7533,Election Day,7533,1,1025,428,41.76,231,158,41,0
Pct 7533,VBM,7533,1,1025,482,47.02,212,198,57,0
Pct 7534,Election Day,7534,1,967,337,34.85,181,120,36,0
Pct 7534,VBM,7534,1,967,438,45.29,199,182,47,1
Pct 7535,Election Day,7535,1,807,296,36.68,147,118,30,0
Pct 7535,VBM,7535,1,807,415,51.43,172,186,52,0
Pct 7536,Election Day,7536,1,895,295,32.96,136,122,37,1
Pct 7536,VBM,7536,1,895,480,53.63,190,221,59,1
Pct 7537,Election Day,7537,1,783,294,37.55,141,107,45,0
Pct 7537,VBM,7537,1,783,370,47.25,159,160,45,0
Pct 7538,Election Day,7538,1,831,291,35.02,150,103,38,0
Pct 7538,VBM,7538,1,831,445,53.55,182,202,50,0
Pct 7539,Election Day,7539,1,978,363,37.12,208,115,40,0
Pct 7539,VBM,7539,1,978,458,46.83,208,190,57,0
Pct 7541,Election Day,7541,1,865,271,31.33,145,96,30,0
Pct 7541,VBM,7541,1,865,457,52.83,172,230,52,0
Pct 7542,Election Day,7542,1,906,291,32.12,152,114,25,0
Pct 7542,VBM,7542,1,906,465,51.32,216,195,49,0
Pct 7543,Election Day,7543,1,993,267,26.89,132,97,39,0
Pct 7543,VBM,7543,1,993,539,54.28,229,241,65,0
Pct 7544,Election Day,7544,1,962,295,30.67,140,119,35,0
Pct 7544,VBM,7544,1,962,526,54.68,211,244,67,0
Pct 7545,Election Day,7545,1,970,276,28.45,130,109,37,0
Pct 7545,VBM,7545,1,970,557,57.42,228,245,75,1
Pct 7546,Election Day,7546,1,935,365,39.04,167,143,53,0
Pct 7546,VBM,7546,1,935,452,48.34,220,172,52,0
Pct 7547,Election Day,7547,1,1057,335,31.69,174,119,41,0
Pct 7547,VBM,7547,1,1057,502,47.49,210,205,71,2
Pct 7548,Election Day,7548,1,1135,338,29.78,164,135,38,1
Pct 7548,VBM,7548,1,1135,556,48.99,221,253,75,0
Pct 7549,Election Day,7549,1,854,276,32.32,115,108,51,1
Pct 7549,VBM,7549,1,854,458,53.63,181,215,55,0
Pct 7551,Election Day,7551,1,762,252,33.07,100,120,32,1
Pct 7551,VBM,7551,1,762,417,54.72,161,204,45,0
Pct 7552,Election Day,7552,1,756,256,33.86,127,107,22,0
Pct 7552,VBM,7552,1,756,422,55.82,152,211,48,0
Pct 7553 MB,Election Day,7553,1,187,5,2.67,0,0,5,0
Pct 7553 MB,VBM,7553,1,187,163,87.17,52,76,31,0
Pct 7554,Election Day,7554,1,859,279,32.48,109,140,30,0
Pct 7554,VBM,7554,1,859,490,57.04,166,251,57,2
Pct 7555,Election Day,7555,1,893,298,33.37,112,160,26,0
Pct 7555,VBM,7555,1,893,548,61.37,197,268,71,0
Pct 7556/7557,Election Day,7556,1,1008,315,31.25,116,152,47,0
Pct 7556/7557,VBM,7556,1,1008,591,58.63,189,340,52,0
Pct 7601,Election Day,7601,1,929,223,24.00,109,70,43,0
Pct 7601,VBM,7601,1,929,365,39.29,185,136,37,0
Pct 7602,Election Day,7602,1,962,267,27.75,143,75,48,0
Pct 7602,VBM,7602,1,962,422,43.87,221,147,51,0
Pct 7603,Election Day,7603,1,888,286,32.21,151,95,38,0
Pct 7603,VBM,7603,1,888,404,45.50,183,166,49,0
Pct 7604,Election Day,7604,1,989,284,28.72,137,99,46,0
Pct 7604,VBM,7604,1,989,393,39.74,214,142,32,0
Pct 7605,Election Day,7605,1,771,191,24.77,66,86,35,2
Pct 7605,VBM,7605,1,771,237,30.74,99,108,31,1
